TIME,year,month,T#AT#apples_golden,T#CZ#apples_golden,T#ES#apples_golden,T#FR#apples_golden,T#IT#apples_golden,C#BEL#inflazione,C#ITA#inflazione,C#DEU#inflazione,C#FRA#inflazione,C#ESP#inflazione,C#IRL#inflazione,C#BEL#gdp,C#ITA#gdp,C#DEU#gdp,C#FRA#gdp,C#ESP#gdp,C#IRL#gdp
2017-07-03,2017,7,53.43,,50.07,70.21,58.51,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-07-10,2017,7,54.43,,49.82,70.5,,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-07-17,2017,7,56.71,,49.61,,,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-07-24,2017,7,57.0,,49.67,,,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-07-31,2017,7,57.57,,49.67,,,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-08-07,2017,8,55.86,,49.75,,,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-08-14,2017,8,57.29,,50.19,,,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-08-21,2017,8,56.57,,50.29,,,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-08-28,2017,8,56.43,,50.38,,,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-09-04,2017,9,55.43,,51.57,,,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-09-11,2017,9,56.57,,,,,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-09-18,2017,9,57.71,,,,,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-09-25,2017,9,60.43,,57.49,,,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-10-02,2017,10,59.71,,59.91,,65.79,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-10-09,2017,10,60.57,,62.74,,67.71,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-10-16,2017,10,61.43,,65.69,,70.0,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-10-23,2017,10,62.14,67.35,67.63,,72.29,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-10-30,2017,10,59.57,67.57,68.71,,74.57,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-11-06,2017,11,60.0,67.54,69.09,,76.29,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-11-13,2017,11,59.86,67.7,69.22,,77.79,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-11-20,2017,11,59.57,67.79,68.99,,78.64,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-11-27,2017,11,61.57,67.94,68.88,,79.0,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-12-04,2017,12,62.57,68.17,68.38,80.0,79.0,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-12-11,2017,12,64.29,68.56,68.01,80.0,79.0,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-12-18,2017,12,66.71,68.86,67.75,80.0,79.36,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-12-25,2017,12,66.71,,68.31,80.0,79.71,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2018-01-01,2018,1,67.0,,68.32,80.0,80.07,,,,,,,,,,,,
2018-01-08,2018,1,67.29,,67.51,80.0,80.43,,,,,,,,,,,,
2018-01-15,2018,1,65.0,,66.67,80.0,80.79,,,,,,,,,,,,
2018-01-22,2018,1,64.71,,66.42,80.0,81.5,2.08,1.18,1.64,1.5,1.8,0.43,46110.77,33672.69,46530.7,40367.8,29439.26,75462.85
2018-01-29,2018,1,63.0,,66.47,80.14,82.21,2.07,1.16,1.67,1.62,1.76,0.45,46588.84,33989.18,47000.22,40764.48,29752.75,76790.88
2018-02-05,2018,2,62.57,,66.44,80.43,82.71,2.06,1.15,1.7,1.73,1.72,0.47,47066.91,34305.68,47469.75,41161.17,30066.24,78118.91
2018-02-12,2018,2,61.29,71.19,66.47,80.71,83.64,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-02-19,2018,2,59.86,70.71,67.7,,84.71,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-02-26,2018,2,60.86,70.49,68.9,81.71,,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-03-05,2018,3,61.71,70.28,70.02,82.43,,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-03-12,2018,3,63.0,70.38,70.73,83.57,,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-03-19,2018,3,64.71,70.71,71.48,84.86,,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-03-26,2018,3,65.0,71.03,71.95,86.29,,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-04-02,2018,4,66.57,71.37,73.06,87.71,,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-04-09,2018,4,68.43,71.99,74.68,89.57,,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-04-16,2018,4,70.43,72.37,75.61,91.0,92.86,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-04-23,2018,4,72.57,72.7,76.42,92.86,94.69,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-04-30,2018,4,73.14,72.55,78.08,94.29,96.0,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-05-07,2018,5,75.29,72.06,79.12,95.57,97.17,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-05-14,2018,5,78.0,72.07,81.59,97.14,99.69,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-05-21,2018,5,79.43,71.75,83.22,98.86,102.21,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-05-28,2018,5,81.29,71.61,84.37,100.36,103.57,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-06-04,2018,6,82.0,71.67,86.78,102.5,104.93,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-06-11,2018,6,83.14,,90.18,104.21,106.29,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-06-18,2018,6,85.0,,92.5,105.93,108.93,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-06-25,2018,6,85.71,,94.33,107.79,111.57,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-07-02,2018,7,86.43,,95.48,109.5,,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-07-09,2018,7,87.0,,95.18,,,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-07-16,2018,7,75.27,,94.89,,,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-07-23,2018,7,63.11,,94.64,,,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-07-30,2018,7,62.25,,93.06,,,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-08-06,2018,8,62.82,,91.85,,,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-08-13,2018,8,60.54,,91.25,,,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-08-20,2018,8,59.82,,90.21,,,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-08-27,2018,8,58.4,,90.1,,,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-09-03,2018,9,,,89.45,,,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-09-10,2018,9,,,88.31,,,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-09-17,2018,9,,,87.85,,,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-09-24,2018,9,,,87.58,,,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-10-01,2018,10,,,88.02,,,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-10-08,2018,10,,,88.97,,,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-10-15,2018,10,,57.28,90.5,,66.89,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-10-22,2018,10,,56.07,91.05,,69.46,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-10-29,2018,10,,,91.28,,72.12,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-11-05,2018,11,,,90.19,,72.49,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-11-12,2018,11,,,88.8,,72.62,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-11-19,2018,11,,,86.71,,72.89,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-11-26,2018,11,,,83.59,83.21,73.5,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-12-03,2018,12,,,80.98,84.21,73.5,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-12-10,2018,12,,,79.18,85.07,73.59,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-12-17,2018,12,,50.91,78.08,85.71,73.59,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-12-24,2018,12,,,77.15,86.0,73.59,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-12-31,2018,12,,,76.8,86.21,73.59,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2019-01-07,2019,1,,,76.13,86.43,73.41,,,,,,,,,,,,
2019-01-14,2019,1,,,74.98,86.21,73.24,,,,,,,,,,,,
2019-01-21,2019,1,,,73.54,85.79,73.06,,,,,,,,,,,,
2019-01-28,2019,1,,,71.93,85.5,72.96,1.7,0.84,1.57,1.43,1.12,0.75,47028.83,34080.22,47291.2,40950.45,29923.61,80247.72
2019-02-04,2019,2,,,70.21,85.36,72.86,1.61,0.76,1.53,1.32,0.98,0.81,46899.8,33944.73,47129.18,40798.6,29809.58,80447.91
2019-02-11,2019,2,,50.77,69.32,85.21,72.76,1.52,0.69,1.49,1.21,0.84,0.87,46770.76,33809.24,46967.16,40646.75,29695.55,80648.11
2019-02-18,2019,2,,50.78,68.05,85.07,72.66,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-02-25,2019,2,,50.83,66.86,85.0,72.86,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-03-04,2019,3,,50.92,66.22,85.0,72.96,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-03-11,2019,3,,51.14,65.65,85.0,73.06,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-03-18,2019,3,,51.27,64.79,85.0,73.08,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-03-25,2019,3,43.21,51.49,64.54,85.0,73.1,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-04-01,2019,4,43.78,51.62,64.54,85.0,72.73,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-04-08,2019,4,51.14,51.59,64.3,85.0,72.24,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-04-15,2019,4,51.29,51.42,64.59,85.0,,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-04-22,2019,4,52.0,51.28,65.01,85.0,,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-04-29,2019,4,52.14,51.05,65.69,85.0,70.62,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-05-06,2019,5,52.96,50.7,67.01,,69.62,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-05-13,2019,5,52.58,50.21,68.08,,68.33,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-05-20,2019,5,53.1,,68.44,,67.43,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-05-27,2019,5,52.66,,69.48,87.86,66.65,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-06-03,2019,6,53.14,,69.66,88.57,65.47,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-06-10,2019,6,51.78,,70.6,89.29,64.06,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-06-17,2019,6,51.77,,71.19,,62.66,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-06-24,2019,6,51.3,,70.79,,61.75,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-07-01,2019,7,51.73,,69.98,,60.91,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-07-08,2019,7,51.03,49.03,69.58,,59.74,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-07-15,2019,7,51.38,48.49,68.79,,58.57,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-07-22,2019,7,50.55,47.36,68.84,,57.56,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-07-29,2019,7,50.46,45.95,68.33,,56.78,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-08-05,2019,8,50.77,44.79,67.81,,56.0,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-08-12,2019,8,49.79,,67.61,,55.22,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-08-19,2019,8,49.21,,67.65,,54.67,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-08-26,2019,8,49.01,,67.15,,54.44,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-09-02,2019,9,49.54,,66.91,,54.22,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-09-09,2019,9,50.42,,66.91,,54.22,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-09-16,2019,9,,,67.53,,54.32,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-09-23,2019,9,,,68.11,,54.68,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-09-30,2019,9,,,69.63,,55.04,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-10-07,2019,10,,,,,55.41,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-10-14,2019,10,,,,83.33,55.77,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-10-21,2019,10,,,77.28,83.69,56.66,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-10-28,2019,10,,,78.92,84.37,57.63,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-11-04,2019,11,,63.96,79.17,84.43,58.49,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-11-11,2019,11,,64.29,79.07,83.93,59.27,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-11-18,2019,11,,64.26,77.83,83.32,60.05,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-11-25,2019,11,,64.53,75.96,83.04,60.91,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-12-02,2019,12,,64.89,73.14,82.46,61.76,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-12-09,2019,12,,64.8,70.62,81.89,62.39,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-12-16,2019,12,,64.88,68.46,81.18,62.94,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-12-23,2019,12,,,67.45,81.04,63.49,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-12-30,2019,12,,,66.39,80.68,63.87,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2020-01-06,2020,1,,,65.16,81.04,64.24,,,,,,,,,,,,
2020-01-13,2020,1,,,64.06,81.32,64.8,,,,,,,,,,,,
2020-01-20,2020,1,,,63.42,81.68,65.37,,,,,,,,,,,,
2020-01-27,2020,1,,,62.62,82.11,65.63,1.04,0.18,0.7,0.75,0.12,0.21,46051.6,32673.28,46773.33,39743.38,28097.39,83776.75
2020-02-03,2020,2,,,61.93,82.54,65.89,0.94,0.08,0.52,0.66,-0.03,0.03,45904.07,32423.16,46765.38,39555.5,27726.36,84508.86
2020-02-10,2020,2,,65.83,60.95,82.5,66.15,0.84,-0.03,0.33,0.57,-0.18,-0.15,45756.53,32173.04,46757.43,39367.62,27355.33,85240.98
2020-02-17,2020,2,,66.52,60.7,82.93,66.42,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-02-24,2020,2,,67.09,61.0,82.82,66.68,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-03-02,2020,3,,67.68,60.82,82.54,66.68,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-03-09,2020,3,,68.89,,81.75,66.68,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-03-16,2020,3,,68.83,,81.89,66.68,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-03-23,2020,3,,68.51,,82.18,67.13,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-03-30,2020,3,,67.91,,83.14,67.67,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-04-06,2020,4,,67.51,,84.07,68.41,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-04-13,2020,4,,67.09,,85.29,69.6,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-04-20,2020,4,,66.85,,,71.14,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-04-27,2020,4,68.45,66.73,,87.57,72.68,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-05-04,2020,5,69.71,67.8,65.0,87.71,74.76,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-05-11,2020,5,71.45,68.83,66.73,87.71,76.58,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-05-18,2020,5,71.98,69.83,68.4,87.5,78.8,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-05-25,2020,5,,70.82,70.09,87.0,80.83,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-06-01,2020,6,,73.02,71.74,86.29,82.4,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-06-08,2020,6,,,73.94,85.57,83.62,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-06-15,2020,6,,,75.76,85.57,84.84,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-06-22,2020,6,,,75.87,85.29,85.52,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-06-29,2020,6,,,76.16,84.86,86.11,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-07-06,2020,7,,,75.45,84.29,86.21,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-07-13,2020,7,,,74.74,84.0,86.31,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-07-20,2020,7,,,74.02,,86.4,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-07-27,2020,7,,,72.75,,86.5,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-08-03,2020,8,,,72.84,,86.6,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-08-10,2020,8,,,73.73,,85.03,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-08-17,2020,8,,,74.0,,83.36,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-08-24,2020,8,,,75.14,,81.69,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-08-31,2020,8,,,76.7,,79.62,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-09-07,2020,9,,,78.26,,78.68,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-09-14,2020,9,,,79.61,,77.74,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-09-21,2020,9,,,80.0,,76.8,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-09-28,2020,9,,,80.84,,77.79,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-10-05,2020,10,,,82.27,,78.26,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-10-12,2020,10,,,83.79,94.44,78.72,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-10-19,2020,10,,81.04,85.27,,79.58,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-10-26,2020,10,,79.2,86.56,,79.32,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
